R2_1-m/m	R2_2-m/m	R2_3-m/m	e1	e2
0.00019407	-0.00032825	0.00025508	-0.00032909	0.00077824
0.00019365	-0.00032895	0.00025677	-0.00032985	0.00078027
0.00019497	-0.00032887	0.00025660	-0.00032972	0.00078129
0.00019405	-0.00032962	0.00025611	-0.00033049	0.00078064
0.00019536	-0.00032891	0.00025609	-0.00032974	0.00078119
0.00019394	-0.00032969	0.00025719	-0.00033059	0.00078172
0.00019395	-0.00032902	0.00025755	-0.00032993	0.00078143
0.00019507	-0.00032894	0.00025688	-0.00032980	0.00078176
0.00019318	-0.00033044	0.00025745	-0.00033137	0.00078200
0.00019642	-0.00032942	0.00025670	-0.00033024	0.00078336
0.00019378	-0.00032930	0.00025792	-0.00033022	0.00078193
0.00019611	-0.00032965	0.00025816	-0.00033051	0.00078478
0.00019485	-0.00033013	0.00025746	-0.00033101	0.00078331
0.00019384	-0.00032827	0.00025758	-0.00032918	0.00078060
0.00019592	-0.00033001	0.00025698	-0.00033084	0.00078374
0.00019417	-0.00032849	0.00025530	-0.00032934	0.00077881
0.00019383	-0.00032876	0.00025712	-0.00032966	0.00078061
0.00019231	-0.00032895	0.00025613	-0.00032987	0.00077830
0.00019381	-0.00033014	0.00025522	-0.00033099	0.00078002
0.00019347	-0.00033040	0.00025576	-0.00033127	0.00078051
0.00019370	-0.00032868	0.00025626	-0.00032957	0.00077952
0.00019386	-0.00032674	0.00025652	-0.00032762	0.00077801
0.00019293	-0.00032977	0.00025555	-0.00033065	0.00077913
0.00019394	-0.00033070	0.00025617	-0.00033157	0.00078167
0.00019336	-0.00032749	0.00025694	-0.00032840	0.00077870
0.00019445	-0.00032847	0.00025607	-0.00032933	0.00077986
0.00019421	-0.00032962	0.00025933	-0.00033058	0.00078412
0.00019314	-0.00032897	0.00025425	-0.00032982	0.00077721
0.00019243	-0.00033052	0.00025690	-0.00033145	0.00078078
0.00019535	-0.00032919	0.00025574	-0.00033001	0.00078110
0.00019458	-0.00033159	0.00025636	-0.00033245	0.00078339
0.00019422	-0.00033021	0.00025512	-0.00033104	0.00078039
0.00019192	-0.00032732	0.00025541	-0.00032824	0.00077557
0.00019271	-0.00033281	0.00025475	-0.00033368	0.00078114
0.00019250	-0.00032861	0.00025515	-0.00032949	0.00077714
0.00019097	-0.00033002	0.00025411	-0.00033092	0.00077600
0.00019299	-0.00032827	0.00025547	-0.00032915	0.00077761
0.00019456	-0.00032904	0.00025743	-0.00032993	0.00078192
0.00019555	-0.00032887	0.00025555	-0.00032968	0.00078077
0.00019377	-0.00033002	0.00025732	-0.00033092	0.00078201
0.00019381	-0.00032911	0.00025657	-0.00032999	0.00078038
0.00019317	-0.00032867	0.00025652	-0.00032957	0.00077926
0.00019393	-0.00033078	0.00025808	-0.00033170	0.00078371
0.00019296	-0.00032920	0.00025546	-0.00033009	0.00077850
0.00019362	-0.00032841	0.00025506	-0.00032927	0.00077795
0.00019333	-0.00032947	0.00025645	-0.00033036	0.00078015
0.00019301	-0.00033037	0.00025557	-0.00033125	0.00077983
0.00019400	-0.00032950	0.00025493	-0.00033034	0.00077926
0.00019216	-0.00032901	0.00025469	-0.00032989	0.00077675
0.00019337	-0.00032923	0.00025634	-0.00033012	0.00077983
0.00019265	-0.00032885	0.00025687	-0.00032978	0.00077931
0.00019038	-0.00032876	0.00025463	-0.00032970	0.00077471
0.00019292	-0.00033096	0.00025468	-0.00033182	0.00077942
0.00019317	-0.00033092	0.00025569	-0.00033180	0.00078067
0.00019316	-0.00033088	0.00025319	-0.00033169	0.00077804
0.00019161	-0.00032964	0.00025450	-0.00033054	0.00077665
0.00019206	-0.00032965	0.00025477	-0.00033053	0.00077737
0.00019232	-0.00033007	0.00025497	-0.00033096	0.00077824
0.00019224	-0.00033066	0.00025525	-0.00033155	0.00077904
0.00019288	-0.00032961	0.00025479	-0.00033048	0.00077814
0.00019165	-0.00032897	0.00025570	-0.00032989	0.00077724
0.00019544	-0.00033036	0.00025457	-0.00033115	0.00078115
0.00019129	-0.00033002	0.00025570	-0.00033096	0.00077795
0.00019220	-0.00033146	0.00025451	-0.00033233	0.00077904
0.00019373	-0.00033014	0.00025527	-0.00033099	0.00077999
0.00019313	-0.00033057	0.00025469	-0.00033143	0.00077925
0.00019352	-0.00033004	0.00025576	-0.00033091	0.00078019
0.00019291	-0.00033139	0.00025460	-0.00033224	0.00077975
0.00019322	-0.00032929	0.00025586	-0.00033017	0.00077925
0.00019360	-0.00032988	0.00025438	-0.00033072	0.00077870
0.00019201	-0.00032980	0.00025319	-0.00033065	0.00077585
0.00019386	-0.00033062	0.00025381	-0.00033143	0.00077909
0.00019266	-0.00032979	0.00025536	-0.00033068	0.00077870
0.00019292	-0.00033008	0.00025473	-0.00033094	0.00077859
0.00019274	-0.00033069	0.00025409	-0.00033154	0.00077837
0.00019328	-0.00032933	0.00025501	-0.00033019	0.00077848
0.00019403	-0.00033036	0.00025419	-0.00033117	0.00077939
0.00019408	-0.00033045	0.00025593	-0.00033131	0.00078132
0.00019216	-0.00032994	0.00025582	-0.00033085	0.00077883
0.00019211	-0.00032927	0.00025474	-0.00033016	0.00077701
0.00019216	-0.00033003	0.00025506	-0.00033093	0.00077814
0.00019402	-0.00033049	0.00025531	-0.00033134	0.00078066
0.00019329	-0.00032919	0.00025463	-0.00033004	0.00077797
0.00019374	-0.00032894	0.00025450	-0.00032977	0.00077801
0.00019202	-0.00033029	0.00025520	-0.00033119	0.00077841
0.00019316	-0.00032836	0.00025762	-0.00032930	0.00078009
0.00019288	-0.00032822	0.00025436	-0.00032908	0.00077632
0.00019409	-0.00032899	0.00025435	-0.00032981	0.00077825
0.00019206	-0.00033097	0.00025453	-0.00033184	0.00077843
0.00019488	-0.00033106	0.00025658	-0.00033192	0.00078338
0.00019326	-0.00032823	0.00025486	-0.00032909	0.00077721
0.00019441	-0.00033044	0.00025528	-0.00033127	0.00078096
0.00019391	-0.00033066	0.00025546	-0.00033151	0.00078088
0.00019353	-0.00032920	0.00025415	-0.00033003	0.00077772
0.00019368	-0.00032852	0.00025640	-0.00032941	0.00077948
0.00019220	-0.00033132	0.00025625	-0.00033224	0.00078069
0.00019432	-0.00032933	0.00025678	-0.00033020	0.00078130
0.00019382	-0.00032988	0.00025322	-0.00033067	0.00077771
0.00019344	-0.00033050	0.00025571	-0.00033138	0.00078052
0.00019383	-0.00032870	0.00025525	-0.00032955	0.00077863
0.00019287	-0.00032895	0.00025576	-0.00032984	0.00077847
0.00019250	-0.00033063	0.00025427	-0.00033149	0.00077826
0.00019104	-0.00033044	0.00025481	-0.00033136	0.00077722
0.00019281	-0.00032857	0.00025342	-0.00032940	0.00077563
0.00019303	-0.00032848	0.00025525	-0.00032935	0.00077763
0.00019109	-0.00032951	0.00025273	-0.00033037	0.00077419
0.00019298	-0.00032985	0.00025389	-0.00033069	0.00077756
0.00019203	-0.00032890	0.00025493	-0.00032979	0.00077675
0.00019404	-0.00032949	0.00025408	-0.00033031	0.00077843
0.00019358	-0.00033101	0.00025518	-0.00033186	0.00078062
0.00019424	-0.00033097	0.00025503	-0.00033180	0.00078108
0.00019155	-0.00033050	0.00025539	-0.00033141	0.00077835
0.00019217	-0.00033005	0.00025520	-0.00033095	0.00077832
0.00019313	-0.00032921	0.00025407	-0.00033005	0.00077725
0.00019361	-0.00033092	0.00025543	-0.00033178	0.00078083
0.00019180	-0.00032993	0.00025523	-0.00033084	0.00077787
0.00019447	-0.00033079	0.00025661	-0.00033166	0.00078274
0.00019215	-0.00033034	0.00025480	-0.00033122	0.00077817
0.00019158	-0.00033005	0.00025365	-0.00033093	0.00077616
0.00019446	-0.00033088	0.00025545	-0.00033171	0.00078162
0.00019340	-0.00032910	0.00025497	-0.00032995	0.00077832
0.00019271	-0.00033128	0.00025437	-0.00033213	0.00077921
0.00019318	-0.00033051	0.00025456	-0.00033136	0.00077910
0.00019347	-0.00033167	0.00025564	-0.00033254	0.00078165
0.00019150	-0.00033050	0.00025584	-0.00033143	0.00077877
0.00019368	-0.00032935	0.00025534	-0.00033021	0.00077922
0.00019370	-0.00033193	0.00025422	-0.00033275	0.00078068
0.00019181	-0.00032970	0.00025463	-0.00033059	0.00077703
0.00019304	-0.00032966	0.00025704	-0.00033058	0.00078066
0.00019168	-0.00032990	0.00025607	-0.00033084	0.00077858
0.00019373	-0.00033141	0.00025508	-0.00033225	0.00078107
0.00019296	-0.00033199	0.00025474	-0.00033284	0.00078054
0.00019031	-0.00033014	0.00025451	-0.00033107	0.00077589
0.00019193	-0.00032892	0.00025665	-0.00032987	0.00077845
0.00019359	-0.00033035	0.00025575	-0.00033122	0.00078056
0.00019269	-0.00033071	0.00025368	-0.00033155	0.00077792
0.00019170	-0.00032936	0.00025393	-0.00033024	0.00077587
0.00019180	-0.00033093	0.00025438	-0.00033182	0.00077799
0.00019186	-0.00033101	0.00025495	-0.00033191	0.00077871
0.00019300	-0.00032971	0.00025562	-0.00033059	0.00077921
0.00019168	-0.00032886	0.00025576	-0.00032978	0.00077722
0.00019291	-0.00033070	0.00025518	-0.00033158	0.00077967
0.00019557	-0.00032859	0.00025561	-0.00032941	0.00078059
0.00019527	-0.00032965	0.00025533	-0.00033047	0.00078107
0.00019443	-0.00032825	0.00025546	-0.00032909	0.00077897
0.00019482	-0.00032736	0.00025547	-0.00032819	0.00077847
0.00019164	-0.00033070	0.00025620	-0.00033164	0.00077948
0.00019344	-0.00032905	0.00025520	-0.00032991	0.00077855
0.00019464	-0.00033062	0.00025559	-0.00033146	0.00078169
0.00019378	-0.00032903	0.00025620	-0.00032991	0.00077989
0.00019450	-0.00032925	0.00025449	-0.00033007	0.00077906
0.00019310	-0.00032996	0.00025541	-0.00033084	0.00077935
0.00019212	-0.00032865	0.00025340	-0.00032950	0.00077502
0.00019393	-0.00032974	0.00025405	-0.00033056	0.00077854
0.00019332	-0.00033003	0.00025528	-0.00033090	0.00077950
0.00019386	-0.00033050	0.00025588	-0.00033137	0.00078111
0.00019442	-0.00033044	0.00025484	-0.00033126	0.00078052
0.00019254	-0.00032893	0.00025567	-0.00032983	0.00077805
0.00019325	-0.00033003	0.00025441	-0.00033087	0.00077853
0.00019462	-0.00032973	0.00025556	-0.00033056	0.00078075
0.00019475	-0.00033072	0.00025477	-0.00033153	0.00078105
0.00019469	-0.00032860	0.00025661	-0.00032946	0.00078076
0.00019293	-0.00032939	0.00025685	-0.00033031	0.00078008
0.00019096	-0.00033091	0.00025460	-0.00033183	0.00077739
0.00019448	-0.00032999	0.00025463	-0.00033081	0.00077992
0.00019278	-0.00032788	0.00025616	-0.00032879	0.00077773
0.00019307	-0.00032780	0.00025501	-0.00032867	0.00077675
0.00019299	-0.00032844	0.00025523	-0.00032932	0.00077753
0.00019300	-0.00032775	0.00025520	-0.00032862	0.00077683
0.00019436	-0.00033058	0.00025465	-0.00033140	0.00078040
0.00019455	-0.00032756	0.00025823	-0.00032847	0.00078125
0.00019262	-0.00033035	0.00025667	-0.00033128	0.00078057
0.00019226	-0.00032952	0.00025478	-0.00033040	0.00077745
0.00019268	-0.00032930	0.00025409	-0.00033015	0.00077692
0.00019257	-0.00032967	0.00025781	-0.00033062	0.00078100
0.00019429	-0.00032761	0.00025476	-0.00032844	0.00077749
0.00019509	-0.00032865	0.00025664	-0.00032950	0.00078124
0.00019626	-0.00032836	0.00025614	-0.00032917	0.00078157
0.00019341	-0.00032993	0.00025762	-0.00033085	0.00078188
0.00019443	-0.00032874	0.00025455	-0.00032956	0.00077854
0.00019226	-0.00032809	0.00025430	-0.00032896	0.00077552
0.00019342	-0.00032932	0.00025782	-0.00033026	0.00078150
0.00019177	-0.00033051	0.00025643	-0.00033146	0.00077965
0.00019486	-0.00032913	0.00025546	-0.00032996	0.00078027
0.00019372	-0.00032976	0.00025452	-0.00033060	0.00077884
0.00019412	-0.00033139	0.00025593	-0.00033225	0.00078231
0.00019322	-0.00033012	0.00025403	-0.00033096	0.00077821
0.00019369	-0.00033106	0.00025643	-0.00033194	0.00078206
0.00019545	-0.00032932	0.00025710	-0.00033018	0.00078272
0.00019332	-0.00032871	0.00025547	-0.00032959	0.00077838
0.00019403	-0.00032942	0.00025663	-0.00033030	0.00078096
0.00019405	-0.00033002	0.00025541	-0.00033086	0.00078033
0.00019474	-0.00032920	0.00025537	-0.00033003	0.00078013
0.00019401	-0.00033028	0.00025625	-0.00033116	0.00078142
0.00019266	-0.00033099	0.00025532	-0.00033188	0.00077985
0.00019399	-0.00032958	0.00025472	-0.00033041	0.00077911
0.00019352	-0.00032984	0.00025597	-0.00033071	0.00078020
0.00019398	-0.00033035	0.00025746	-0.00033125	0.00078269
0.00019352	-0.00033076	0.00025619	-0.00033164	0.00078135
0.00019572	-0.00033057	0.00025658	-0.00033140	0.00078371
0.00019311	-0.00032884	0.00025491	-0.00032970	0.00077772
0.00019473	-0.00032864	0.00025499	-0.00032946	0.00077918
0.00019356	-0.00033045	0.00025523	-0.00033131	0.00078009
0.00019196	-0.00032913	0.00025487	-0.00033002	0.00077686
0.00019434	-0.00032904	0.00025601	-0.00032990	0.00078025
0.00019440	-0.00033038	0.00025632	-0.00033125	0.00078196
0.00019514	-0.00033134	0.00025342	-0.00033210	0.00078066
0.00019269	-0.00033134	0.00025502	-0.00033221	0.00077992
0.00019018	-0.00033104	0.00025419	-0.00033196	0.00077633
0.00019579	-0.00032961	0.00025500	-0.00033040	0.00078120
0.00019337	-0.00032921	0.00025682	-0.00033011	0.00078030
0.00019373	-0.00032910	0.00025500	-0.00032995	0.00077868
0.00019196	-0.00033074	0.00025617	-0.00033167	0.00077980
0.00019400	-0.00033008	0.00025609	-0.00033095	0.00078104
0.00019447	-0.00032880	0.00025532	-0.00032964	0.00077942
0.00019170	-0.00032966	0.00025599	-0.00033059	0.00077829
0.00019510	-0.00032952	0.00025594	-0.00033035	0.00078139
0.00019427	-0.00032814	0.00025484	-0.00032897	0.00077808
0.00019260	-0.00033012	0.00025273	-0.00033093	0.00077627
0.00019403	-0.00032851	0.00025542	-0.00032936	0.00077881
0.00019321	-0.00032890	0.00025504	-0.00032976	0.00077801
0.00019328	-0.00032848	0.00025748	-0.00032941	0.00078017
0.00019442	-0.00033034	0.00025591	-0.00033119	0.00078152
0.00019147	-0.00032918	0.00025428	-0.00033007	0.00077582
0.00019293	-0.00033088	0.00025648	-0.00033179	0.00078120
0.00019258	-0.00033015	0.00025504	-0.00033103	0.00077865
0.00019344	-0.00032753	0.00025662	-0.00032844	0.00077850
0.00019396	-0.00033002	0.00025509	-0.00033086	0.00077990
0.00019354	-0.00032873	0.00025509	-0.00032959	0.00077822
0.00019294	-0.00032903	0.00025416	-0.00032988	0.00077698
0.00019263	-0.00033086	0.00025494	-0.00033174	0.00077930
0.00019263	-0.00032828	0.00025573	-0.00032918	0.00077753
0.00019360	-0.00033042	0.00025554	-0.00033128	0.00078041
0.00019377	-0.00032935	0.00025654	-0.00033024	0.00078054
0.00019373	-0.00032865	0.00025554	-0.00032951	0.00077877
0.00019403	-0.00032919	0.00025729	-0.00033009	0.00078142
0.00019216	-0.00032957	0.00025508	-0.00033046	0.00077770
0.00019394	-0.00032974	0.00025706	-0.00033063	0.00078164
0.00019379	-0.00032975	0.00025594	-0.00033062	0.00078036
0.00019341	-0.00032851	0.00025665	-0.00032942	0.00077948
0.00019225	-0.00032929	0.00025378	-0.00033015	0.00077617
0.00019298	-0.00033018	0.00025487	-0.00033104	0.00077889
0.00019195	-0.00032835	0.00025616	-0.00032929	0.00077740
0.00019462	-0.00033009	0.00025405	-0.00033089	0.00077956
0.00019472	-0.00032907	0.00025459	-0.00032988	0.00077919
0.00019383	-0.00032908	0.00025536	-0.00032994	0.00077913
0.00019334	-0.00033023	0.00025602	-0.00033111	0.00078047
0.00019302	-0.00032908	0.00025525	-0.00032995	0.00077823
0.00019290	-0.00032999	0.00025464	-0.00033085	0.00077838
0.00019103	-0.00032978	0.00025511	-0.00033071	0.00077685
0.00019309	-0.00032995	0.00025561	-0.00033083	0.00077953
0.00019457	-0.00032848	0.00025530	-0.00032931	0.00077917
0.00019243	-0.00032882	0.00025579	-0.00032973	0.00077795
0.00019339	-0.00033006	0.00025507	-0.00033091	0.00077938
0.00019331	-0.00033073	0.00025662	-0.00033163	0.00078155
0.00019399	-0.00032966	0.00025594	-0.00033053	0.00078045
0.00019280	-0.00032948	0.00025691	-0.00033041	0.00078012
0.00019470	-0.00032997	0.00025522	-0.00033079	0.00078071
0.00019169	-0.00032966	0.00025577	-0.00033059	0.00077805
0.00019333	-0.00032959	0.00025567	-0.00033047	0.00077947
0.00019358	-0.00032837	0.00025615	-0.00032926	0.00077899
0.00019336	-0.00032939	0.00025700	-0.00033030	0.00078066
0.00019412	-0.00032852	0.00025584	-0.00032938	0.00077934
0.00019271	-0.00033032	0.00025565	-0.00033121	0.00077958
0.00019407	-0.00033181	0.00025446	-0.00033263	0.00078116
0.00019332	-0.00032923	0.00025503	-0.00033009	0.00077844
0.00019239	-0.00033056	0.00025562	-0.00033146	0.00077947
0.00019353	-0.00033134	0.00025652	-0.00033223	0.00078228
0.00019300	-0.00032951	0.00025615	-0.00033040	0.00077955
0.00019212	-0.00032803	0.00025591	-0.00032895	0.00077699
0.00019443	-0.00033107	0.00025636	-0.00033193	0.00078272
0.00019393	-0.00033008	0.00025522	-0.00033092	0.00078008
0.00019355	-0.00032974	0.00025497	-0.00033059	0.00077912
0.00019126	-0.00032803	0.00025545	-0.00032896	0.00077568
0.00019256	-0.00032986	0.00025566	-0.00033076	0.00077898
0.00019258	-0.00032809	0.00025412	-0.00032895	0.00077565
0.00019441	-0.00033089	0.00025602	-0.00033175	0.00078218
0.00019214	-0.00032881	0.00025576	-0.00032973	0.00077763
0.00019168	-0.00032912	0.00025474	-0.00033002	0.00077645
0.00019024	-0.00033103	0.00025614	-0.00033200	0.00077839
0.00019150	-0.00033138	0.00025499	-0.00033228	0.00077877
0.00019090	-0.00033219	0.00025567	-0.00033314	0.00077970
0.00019191	-0.00032842	0.00025505	-0.00032932	0.00077628
0.00019152	-0.00033020	0.00025597	-0.00033113	0.00077863
0.00019184	-0.00032817	0.00025406	-0.00032905	0.00077496
0.00019436	-0.00032802	0.00025569	-0.00032887	0.00077892
0.00019092	-0.00033120	0.00025494	-0.00033213	0.00077799
0.00019147	-0.00032922	0.00025382	-0.00033010	0.00077539
0.00019210	-0.00033184	0.00025736	-0.00033280	0.00078226
0.00019227	-0.00032961	0.00025587	-0.00033052	0.00077867
0.00019398	-0.00033076	0.00025522	-0.00033160	0.00078079
0.00019175	-0.00033080	0.00025710	-0.00033176	0.00078062
0.00019168	-0.00032984	0.00025399	-0.00033072	0.00077638
0.00019322	-0.00032873	0.00025563	-0.00032961	0.00077846
0.00019442	-0.00032992	0.00025683	-0.00033080	0.00078205
0.00019396	-0.00032906	0.00025561	-0.00032992	0.00077949
0.00019147	-0.00033170	0.00025571	-0.00033263	0.00077981
0.00019187	-0.00033072	0.00025470	-0.00033161	0.00077819
0.00019178	-0.00032903	0.00025459	-0.00032992	0.00077629
0.00019381	-0.00033072	0.00025577	-0.00033158	0.00078116
0.00019186	-0.00032979	0.00025327	-0.00033065	0.00077578
0.00019188	-0.00033073	0.00025547	-0.00033164	0.00077900
0.00019084	-0.00032902	0.00025516	-0.00032995	0.00077595
0.00019184	-0.00033002	0.00025560	-0.00033094	0.00077838
0.00019207	-0.00032906	0.00025570	-0.00032997	0.00077773
0.00019220	-0.00033138	0.00025570	-0.00033229	0.00078019
0.00019196	-0.00032925	0.00025497	-0.00033015	0.00077708
0.00019346	-0.00033040	0.00025634	-0.00033129	0.00078109
0.00019363	-0.00032996	0.00025290	-0.00033075	0.00077728
0.00019238	-0.00032995	0.00025388	-0.00033080	0.00077706
0.00019210	-0.00033117	0.00025416	-0.00033204	0.00077829
0.00019239	-0.00032897	0.00025383	-0.00032982	0.00077603
0.00019255	-0.00033003	0.00025541	-0.00033092	0.00077888
0.00019183	-0.00033114	0.00025734	-0.00033210	0.00078127
0.00019277	-0.00033090	0.00025429	-0.00033175	0.00077881
0.00019384	-0.00033067	0.00025433	-0.00033149	0.00077966
0.00019173	-0.00033011	0.00025412	-0.00033099	0.00077685
0.00019076	-0.00033051	0.00025344	-0.00033140	0.00077561
0.00019323	-0.00032968	0.00025631	-0.00033058	0.00078011
0.00019157	-0.00033020	0.00025634	-0.00033115	0.00077906
0.00019068	-0.00032980	0.00025446	-0.00033072	0.00077585
0.00019484	-0.00033171	0.00025533	-0.00033253	0.00078269
0.00019225	-0.00033012	0.00025524	-0.00033101	0.00077850
0.00019240	-0.00032997	0.00025474	-0.00033085	0.00077799
0.00019368	-0.00033015	0.00025564	-0.00033101	0.00078033
0.00019425	-0.00032959	0.00025468	-0.00033041	0.00077934
0.00019072	-0.00033146	0.00025548	-0.00033241	0.00077861
0.00019373	-0.00032966	0.00025543	-0.00033052	0.00077968
0.00019146	-0.00032929	0.00025547	-0.00033021	0.00077714
0.00019255	-0.00032872	0.00025516	-0.00032961	0.00077732
0.00019313	-0.00033082	0.00025442	-0.00033166	0.00077921
0.00019407	-0.00032902	0.00025615	-0.00032989	0.00078012
0.00019334	-0.00033162	0.00025575	-0.00033249	0.00078159
0.00019292	-0.00032972	0.00025561	-0.00033061	0.00077914
0.00019074	-0.00033079	0.00025471	-0.00033171	0.00077716
0.00019222	-0.00033056	0.00025595	-0.00033147	0.00077964
0.00019441	-0.00032980	0.00025465	-0.00033061	0.00077967
0.00019242	-0.00033116	0.00025453	-0.00033203	0.00077898
0.00019319	-0.00032926	0.00025602	-0.00033015	0.00077936
0.00019327	-0.00032952	0.00025276	-0.00033032	0.00077635
0.00019320	-0.00032904	0.00025517	-0.00032991	0.00077827
0.00019362	-0.00032913	0.00025403	-0.00032996	0.00077761
0.00019335	-0.00032983	0.00025609	-0.00033072	0.00078016
0.00019236	-0.00032957	0.00025680	-0.00033050	0.00077967
0.00019338	-0.00032951	0.00025499	-0.00033037	0.00077873
0.00019382	-0.00033041	0.00025568	-0.00033127	0.00078077
0.00019222	-0.00032795	0.00025542	-0.00032885	0.00077649
0.00019267	-0.00033169	0.00025408	-0.00033254	0.00077929
0.00019481	-0.00033031	0.00025423	-0.00033110	0.00078014
0.00019370	-0.00033015	0.00025644	-0.00033104	0.00078118
0.00019319	-0.00033060	0.00025491	-0.00033146	0.00077956
0.00019195	-0.00032961	0.00025608	-0.00033054	0.00077857
0.00019388	-0.00032814	0.00025660	-0.00032903	0.00077951
0.00019214	-0.00033007	0.00025479	-0.00033096	0.00077788
0.00018951	-0.00033031	0.00025415	-0.00033125	0.00077491
0.00019355	-0.00033061	0.00025547	-0.00033147	0.00078049
0.00019200	-0.00033063	0.00025389	-0.00033150	0.00077739
0.00019308	-0.00032851	0.00025588	-0.00032941	0.00077837
0.00019226	-0.00032802	0.00025507	-0.00032891	0.00077624
0.00019382	-0.00033163	0.00025450	-0.00033245	0.00078078
0.00019141	-0.00032856	0.00025690	-0.00032953	0.00077784
0.00019213	-0.00032864	0.00025567	-0.00032955	0.00077734
0.00019400	-0.00032982	0.00025479	-0.00033066	0.00077945
0.00019395	-0.00032842	0.00025533	-0.00032928	0.00077855
0.00019350	-0.00033024	0.00025518	-0.00033109	0.00077977
0.00019304	-0.00032945	0.00025662	-0.00033036	0.00078002
0.00019057	-0.00032863	0.00025431	-0.00032955	0.00077444
0.00019395	-0.00032999	0.00025425	-0.00033081	0.00077901
0.00019534	-0.00032899	0.00025472	-0.00032979	0.00077985
0.00019314	-0.00032881	0.00025479	-0.00032966	0.00077759
0.00019294	-0.00033153	0.00025483	-0.00033239	0.00078017
0.00019229	-0.00032735	0.00025469	-0.00032823	0.00077522
0.00019273	-0.00032916	0.00025532	-0.00033005	0.00077809
0.00019301	-0.00032961	0.00025592	-0.00033050	0.00077943
0.00019215	-0.00032890	0.00025568	-0.00032981	0.00077764
0.00019111	-0.00032955	0.00025549	-0.00033048	0.00077709
0.00019546	-0.00032892	0.00025491	-0.00032972	0.00078009
0.00019363	-0.00033006	0.00025793	-0.00033099	0.00078254
0.00019283	-0.00032791	0.00025391	-0.00032875	0.00077549
0.00019300	-0.00032825	0.00025530	-0.00032912	0.00077743
0.00019309	-0.00033072	0.00025489	-0.00033158	0.00077957
0.00019363	-0.00032946	0.00025570	-0.00033033	0.00077967
0.00019259	-0.00032939	0.00025398	-0.00033024	0.00077681
0.00019272	-0.00033083	0.00025575	-0.00033172	0.00078019
0.00019192	-0.00033046	0.00025573	-0.00033138	0.00077903
0.00019184	-0.00032859	0.00025411	-0.00032947	0.00077542
0.00019175	-0.00033047	0.00025461	-0.00033136	0.00077772
0.00019318	-0.00032878	0.00025265	-0.00032958	0.00077542
0.00019268	-0.00033072	0.00025470	-0.00033159	0.00077897
0.00019421	-0.00032931	0.00025613	-0.00033017	0.00078050
0.00019235	-0.00032933	0.00025392	-0.00033018	0.00077646
0.00019337	-0.00032833	0.00025487	-0.00032918	0.00077742
0.00019181	-0.00032846	0.00025578	-0.00032939	0.00077698
0.00019428	-0.00032996	0.00025580	-0.00033081	0.00078089
0.00019436	-0.00032984	0.00025352	-0.00033063	0.00077852
0.00019360	-0.00032918	0.00025550	-0.00033004	0.00077915
0.00019424	-0.00032908	0.00025523	-0.00032992	0.00077939
0.00019382	-0.00032914	0.00025494	-0.00032998	0.00077875
0.00019209	-0.00032886	0.00025493	-0.00032976	0.00077678
0.00019432	-0.00033007	0.00025531	-0.00033091	0.00078053
0.00019358	-0.00032816	0.00025527	-0.00032902	0.00077787
0.00019273	-0.00032850	0.00025642	-0.00032941	0.00077856
0.00019386	-0.00032712	0.00025547	-0.00032797	0.00077730
0.00019408	-0.00033006	0.00025716	-0.00033096	0.00078219
0.00019197	-0.00033031	0.00025627	-0.00033124	0.00077947
0.00019030	-0.00032796	0.00025426	-0.00032889	0.00077345
0.00019091	-0.00032904	0.00025552	-0.00032998	0.00077641
0.00019357	-0.00032942	0.00025405	-0.00033025	0.00077787
0.00019398	-0.00032819	0.00025466	-0.00032902	0.00077766
0.00019296	-0.00033004	0.00025550	-0.00033092	0.00077938
0.00019374	-0.00032995	0.00025519	-0.00033080	0.00077972
0.00019203	-0.00033038	0.00025440	-0.00033125	0.00077768
0.00019196	-0.00032957	0.00025460	-0.00033045	0.00077701
0.00019393	-0.00032927	0.00025463	-0.00033010	0.00077866
0.00019364	-0.00032810	0.00025603	-0.00032898	0.00077866
0.00019325	-0.00032896	0.00025751	-0.00032989	0.00078066
0.00019265	-0.00032990	0.00025772	-0.00033085	0.00078122
0.00019518	-0.00032806	0.00025366	-0.00032883	0.00077767
0.00019305	-0.00032910	0.00025626	-0.00033000	0.00077931
0.00019442	-0.00032843	0.00025546	-0.00032927	0.00077916
0.00019330	-0.00032906	0.00025643	-0.00032995	0.00077968
0.00019310	-0.00032838	0.00025661	-0.00032929	0.00077899
0.00019289	-0.00033199	0.00025527	-0.00033287	0.00078102
0.00019366	-0.00033111	0.00025723	-0.00033201	0.00078291
0.00019328	-0.00032930	0.00025505	-0.00033016	0.00077848
0.00019248	-0.00032893	0.00025709	-0.00032988	0.00077945
0.00019434	-0.00032730	0.00025562	-0.00032815	0.00077811
0.00019333	-0.00032892	0.00025507	-0.00032978	0.00077818
0.00019040	-0.00032908	0.00025667	-0.00033008	0.00077715
0.00019386	-0.00033058	0.00025775	-0.00033150	0.00078311
0.00019146	-0.00032865	0.00025696	-0.00032961	0.00077803
0.00019255	-0.00032987	0.00025422	-0.00033073	0.00077751
0.00019341	-0.00032771	0.00025671	-0.00032862	0.00077873
0.00019313	-0.00032953	0.00025522	-0.00033040	0.00077875
0.00019408	-0.00032782	0.00025677	-0.00032870	0.00077955
0.00019329	-0.00032856	0.00025508	-0.00032942	0.00077779
